name,rating,genre,country,budget,gross
Collateral Damage,R,Action,United States,85000000,78382433
Undisputed,R,Action,United States,20000000,14946150
The Salton Sea,R,Crime,United States,18000000,1073198
Ju-on: The Grudge,R,Horror,Japan,3500000,3657876
Barbershop,PG-13,Comedy,United States,12000000,77063924
Whale Rider,PG-13,Drama,New Zealand,3500000,41062976
Rabbit-Proof Fence,PG,Adventure,Australia,6000000,16217411
Trapped,R,Action,United States,30000000,13414416
Narc,R,Crime,United States,6500000,12633747
Dark Blue,R,Crime,United States,15000000,12150301
Nicholas Nickleby,PG,Adventure,United Kingdom,10000000,3651462
Bad Company,PG-13,Action,United States,70000000,66200782
Spider,R,Drama,Canada,10000000,5808941
Snow Dogs,PG,Adventure,Canada,33000000,115035090
The Quiet American,R,Drama,United Kingdom,30000000,27674124
The Santa Clause 2,G,Comedy,United States,65000000,172855065
All About the Benjamins,R,Action,United States,15000000,26306533
Abandon,PG-13,Drama,United States,25000000,12302219
Gerry,R,Adventure,United States,3500000,254683
Clockstoppers,PG,Action,United States,26000000,38793283
Feardotcom,R,Crime,United Kingdom,40000000,18902015
No Good Deed,R,Crime,Germany,12000000,1440653
Analyze That,R,Comedy,United States,60000000,55003135
The Adventures of Pluto Nash,PG-13,Action,United States,100000000,7103973
Full Frontal,R,Comedy,United States,2000000,3438804
Moonlight Mile,PG-13,Drama,United States,21000000,10011050
Half Past Dead,PG-13,Action,United States,13000000,19233280
Life or Something Like It,PG-13,Comedy,United States,40000000,16872671
Showtime,PG-13,Action,United States,85000000,77885672
Ted Bundy,R,Biography,United Kingdom,1200000,68716
Brown Sugar,PG-13,Comedy,United States,8000000,28316451
Deuces Wild,R,Action,United States,10000000,6282446
The Emperor's Club,PG-13,Drama,United States,12500000,16318449
All or Nothing,R,Drama,United Kingdom,9000000,2845696
Possession,PG-13,Drama,United Kingdom,25000000,14815898
City by the Sea,R,Crime,United States,40000000,29676703
Heaven,R,Crime,United Kingdom,11000000,4247089
Kill Bill: Vol. 1,R,Action,United States,30000000,180906076
Pirates of the Caribbean: the Curse of the Black Pearl,PG-13,Action,United States,140000000,654264015
The Lord of the Rings: The Return of the King,PG-13,Action,New Zealand,94000000,1146030912
Old School,R,Comedy,United States,24000000,87135520
Mystic River,R,Crime,United States,25000000,156595191
Love Actually,R,Comedy,United Kingdom,40000000,245203167
The Life of David Gale,R,Crime,United States,38000000,38955598
2 Fast 2 Furious,PG-13,Action,United States,76000000,236350661
Underworld,R,Action,United States,22000000,95708457
Lost in Translation,R,Comedy,United States,4000000,118686937
Looney Tunes: Back in Action,PG,Animation,Germany,80000000,68514844
Big Fish,PG-13,Adventure,United States,70000000,123218424
The Matrix Reloaded,R,Action,United States,150000000,741847937
The Dreamers,NC-17,Drama,United Kingdom,15000000,24152155
Finding Nemo,G,Animation,United States,94000000,940352645
Hulk,PG-13,Action,United States,137000000,245285165
School of Rock,PG-13,Comedy,United States,35000000,131095990
Thirteen,R,Drama,United States,2000000,10128960
The Italian Job,PG-13,Action,United States,60000000,176070171
Terminator 3: Rise of the Machines,R,Action,United States,200000000,433371112
Peter Pan,PG,Adventure,United Kingdom,100000000,121975011
Monster,R,Biography,United States,8000000,58469210
The Matrix Revolutions,R,Action,United States,150000000,427344325
Daredevil,PG-13,Action,United States,78000000,179179718
Master and Commander: the Far Side of the World,PG-13,Action,United States,150000000,211622535
The Missing,R,Adventure,United States,60000000,38364277
The Texas Chainsaw Massacre,R,Crime,United States,9500000,107363905
S.W.A.T.,PG-13,Action,United States,80000000,207725639
The Last Samurai,R,Action,United States,140000000,454627263
Holes,PG,Adventure,United States,20000000,71406573
Timeline,PG-13,Action,United States,80000000,43935763
X2: X-Men United,PG-13,Action,United States,110000000,407711549
The Rundown,PG-13,Action,United States,85000000,80981914
House of 1000 Corpses,R,Horror,United States,7000000,16829545
Identity,R,Mystery,United States,28000000,90259536
Once Upon a Time in Mexico,R,Action,United States,29000000,98769390
Cold Mountain,R,Adventure,United States,79000000,173013509
Cheaper by the Dozen,PG,Comedy,United States,40000000,190538630
In the Cut,R,Mystery,United Kingdom,12000000,23726793
Scary Movie 3,PG-13,Comedy,United States,48000000,220673217
How to Lose a Guy in 10 Days,PG-13,Comedy,United States,50000000,177502387
The League of Extraordinary Gentlemen,PG-13,Action,United States,78000000,179265204
What a Girl Wants,PG,Comedy,United States,25000000,50732139
Bad Boys II,R,Action,United States,130000000,273339556
Open Range,R,Action,United States,22000000,68296293
Mona Lisa Smile,PG-13,Drama,United States,65000000,141337989
Freddy vs. Jason,R,Action,Canada,30000000,116632628
Bruce Almighty,PG-13,Comedy,United States,81000000,484592874
Elf,PG,Adventure,United States,33000000,223853736
Freaky Friday,PG,Comedy,United States,20000000,160846332
Charlie's Angels: Full Throttle,PG-13,Action,United States,120000000,259175788
Legally Blonde 2,PG-13,Comedy,United States,45000000,124914842
Dickie Roberts: Former Child Star,PG-13,Comedy,United States,17000000,23769505
Anger Management,PG-13,Comedy,United States,75000000,195745823
Open Water,R,Adventure,United States,500000,54683487
Something's Gotta Give,PG-13,Comedy,United States,80000000,265328738
The Brown Bunny,Not Rated,Drama,United States,10000000,402599
Tears of the Sun,R,Action,United States,75000000,86468162
Final Destination 2,R,Horror,United States,26000000,90941129
21 Grams,R,Crime,United States,20000000,60427839
Intolerable Cruelty,PG-13,Comedy,United States,60000000,120801243
Johnny English,PG,Action,United Kingdom,40000000,160466000
The Hunted,R,Action,United States,55000000,46061847
Matchstick Men,PG-13,Comedy,United States,62000000,65565672
Seabiscuit,PG-13,Drama,United States,87000000,148336445
American Wedding,R,Comedy,United States,55000000,232722935
Just Married,PG-13,Comedy,United States,18000000,101564935
Lara Croft Tomb Raider: The Cradle of Life,PG-13,Action,United States,95000000,160099222
Elephant,R,Crime,United States,3000000,10012022
Darkness Falls,PG-13,Fantasy,United States,11000000,47488536
Spy Kids 3-D: Game Over,PG,Action,United States,38000000,197101678
Gigli,R,Comedy,United States,54000000,7266209
Out of Time,PG-13,Crime,United States,50000000,55495563
The Core,PG-13,Action,United Kingdom,60000000,73498611
Dumb and Dumberer: When Harry Met Lloyd,PG-13,Comedy,United States,19000000,39267515
Runaway Jury,PG-13,Crime,United States,60000000,80154140
Jeepers Creepers 2,R,Horror,United States,17000000,63102666
Shanghai Knights,PG-13,Action,United States,50000000,88323487
Dreamcatcher,R,Drama,United States,68000000,81240406
Daddy Day Care,PG,Comedy,United States,60000000,164433867
Paycheck,PG-13,Action,United States,60000000,117248958
Duplex,PG-13,Comedy,Germany,40000000,19322135
Honey,PG-13,Drama,United States,18000000,62228395
The Haunted Mansion,PG,Comedy,United States,90000000,182290266
House of the Dead,R,Action,Germany,12000000,13818181
Gods and Generals,PG-13,Biography,United States,56000000,12923936
House of Sand and Fog,R,Crime,United States,16500000,16763804
A Man Apart,R,Action,United States,36000000,44350926
The Station Agent,R,Comedy,United States,500000,8701337
Basic,R,Action,Germany,50000000,42792561
The Human Stain,R,Drama,Germany,30000000,22954068
Gothika,R,Horror,United States,40000000,141591324
Agent Cody Banks,PG,Action,United States,28000000,58795814
Bad Santa,R,Comedy,Germany,23000000,76490720
Shattered Glass,PG-13,Drama,United States,6000000,2944752
The Lizzie McGuire Movie,PG,Adventure,United States,17000000,55534455
The Cooler,R,Drama,United States,3200000,10464788
Cradle 2 the Grave,R,Action,United States,25000000,56489558
Uptown Girls,PG-13,Comedy,United States,20000000,44617342
Calendar Girls,PG-13,Comedy,United Kingdom,10000000,93400759
Malibu's Most Wanted,PG-13,Comedy,United States,15000000,34622504
Kangaroo Jack,PG,Action,United States,60000000,88929111
Radio,PG,Biography,United States,35000000,53293628
The Recruit,PG-13,Action,United States,46000000,101191884
Young Adam,NC-17,Crime,United Kingdom,6400000,2561820
Hollywood Homicide,PG-13,Action,United States,75000000,51142659
Stuck on You,PG-13,Comedy,United States,55000000,65784503
Down with Love,PG-13,Comedy,United States,35000000,39468111
The Shape of Things,R,Comedy,United States,4000000,826617
Bringing Down the House,PG-13,Comedy,United States,33000000,164729679
Willard,PG-13,Drama,Canada,20000000,8564586
The in-Laws,PG-13,Action,United States,40000000,26891849
Confidence,R,Crime,United States,15000000,23014206
Beyond Borders,R,Adventure,Germany,35000000,11705002
The Fighting Temptations,PG-13,Comedy,United States,30000000,33972062
Anything Else,R,Comedy,United States,18000000,13585075
My Boss's Daughter,PG-13,Comedy,United States,14000000,18191005
A Guy Thing,PG-13,Comedy,United States,20000000,17432163
Intermission,R,Comedy,Ireland,5000000,5175215
All the Real Girls,R,Drama,United States,2500000,579986
From Justin to Kelly,PG,Comedy,United States,12000000,4928883
Head of State,PG-13,Comedy,United States,35200000,38620484
The Singing Detective,R,Comedy,United States,8000000,435625
Pieces of April,PG-13,Comedy,United States,300000,3282321
Code 46,R,Drama,United Kingdom,7500000,886018
The Order,R,Horror,United States,38000000,11560806
Veronica Guerin,R,Biography,Ireland,17000000,9439660
The Mother,R,Drama,United Kingdom,2500000,3039587
The Company,PG-13,Drama,United States,15000000,6415017
How to Deal,PG-13,Comedy,United States,16000000,14390329
The Girl Next Door,R,Comedy,United States,25000000,30381722
Dodgeball: A True Underdog Story,PG-13,Comedy,United States,20000000,168423227
White Chicks,PG-13,Comedy,United States,37000000,113100873
Mean Girls,PG-13,Comedy,United States,17000000,130126277
Harry Potter and the Prisoner of Azkaban,PG,Adventure,United Kingdom,130000000,797361618
Troy,R,Drama,United States,175000000,497409852
Eternal Sunshine of the Spotless Mind,R,Drama,United States,20000000,74036715
Kill Bill: Vol. 2,R,Action,United States,30000000,154118820
The Notebook,PG-13,Drama,United States,29000000,117815157
The Terminal,PG-13,Comedy,United States,60000000,219100084
Van Helsing,PG-13,Action,United States,160000000,300157638
The Incredibles,PG,Animation,United States,92000000,631607053
Saw,R,Horror,United States,1200000,103911669
Collateral,R,Crime,United States,65000000,220239925
The Aviator,PG-13,Biography,United States,110000000,213719942
Spider-Man 2,PG-13,Action,United States,200000000,788976453
The Punisher,R,Action,United States,33000000,54700105
"I, Robot",PG-13,Action,United States,120000000,353133898
Howl's Moving Castle,PG,Animation,Japan,24000000,236214446
Spanglish,PG-13,Comedy,United States,80000000,55470154
Million Dollar Baby,PG-13,Drama,United States,30000000,216763646
The Village,PG-13,Drama,United States,60000000,256697520
The Day After Tomorrow,PG-13,Action,United States,125000000,552639571
Napoleon Dynamite,PG,Comedy,United States,400000,46138887
50 First Dates,PG-13,Comedy,United States,75000000,198520934
Man on Fire,R,Action,United States,70000000,130834852
13 Going on 30,PG-13,Comedy,United States,37000000,96455697
Shrek 2,PG,Animation,United States,150000000,928760770
Crash,R,Crime,United States,6500000,98410061
The Bourne Supremacy,PG-13,Action,United States,75000000,290835269
Dawn of the Dead,R,Action,United States,26000000,102278712
The Passion of the Christ,R,Drama,United States,30000000,612054506
Hellboy,PG-13,Action,United States,66000000,99378985
Anchorman: The Legend of Ron Burgundy,PG-13,Comedy,United States,26000000,90709367
Walking Tall,PG-13,Action,United States,46000000,57223890
The Life Aquatic with Steve Zissou,R,Action,United States,50000000,34809623
A Series of Unfortunate Events,PG,Adventure,Germany,140000000,211468235
The Machinist,R,Drama,Spain,5000000,8203235
The Phantom of the Opera,PG-13,Drama,United Kingdom,70000000,154649125
Closer,R,Drama,United States,27000000,115505027
National Treasure,PG,Action,United States,100000000,347512318
Alexander,R,Action,United States,155000000,167298192
The Chronicles of Riddick,R,Action,United States,105000000,115900534
The Manchurian Candidate,R,Drama,United States,80000000,96105910
King Arthur,PG-13,Action,United States,120000000,203567857
Ocean's Twelve,PG-13,Crime,United States,110000000,362744280
Harold & Kumar Go to White Castle,R,Adventure,United States,9000000,23936908
Blade: Trinity,R,Action,United States,65000000,131977904
Alien vs. Predator,PG-13,Action,United States,60000000,177427090
Meet the Fockers,PG-13,Comedy,United States,80000000,522657936
Sideways,R,Comedy,United States,16000000,109706931
Friday Night Lights,PG-13,Action,Germany,30000000,61950770
Starsky & Hutch,PG-13,Comedy,United States,60000000,170268750
Shark Tale,PG,Animation,United States,75000000,374583879
Before Sunset,R,Drama,United States,2700000,15936507
Ella Enchanted,PG,Comedy,United States,31000000,27388767
Primer,PG-13,Drama,United States,7000,545436
A Cinderella Story,PG,Comedy,United States,19000000,70067909
Along Came Polly,PG-13,Comedy,United States,42000000,178311729
Scooby-Doo 2: Monsters Unleashed,PG,Adventure,United States,80000000,181216833
The Ladykillers,R,Comedy,United States,35000000,76665191
Hotel Rwanda,PG-13,Biography,United Kingdom,17500000,33882243
Taking Lives,R,Crime,United States,45000000,65470529
Kung Fu Hustle,R,Action,Hong Kong,20000000,104882445
The Perfect Score,PG-13,Comedy,United States,40000000,10898337
Garden State,R,Comedy,United States,2500000,35825316
The Princess Diaries 2: Royal Engagement,G,Comedy,United States,40000000,134734481
Twisted,R,Crime,Germany,50000000,40954603
2046,R,Drama,Hong Kong,12000000,20205757
Ray,PG-13,Biography,United States,40000000,123971376
Chasing Liberty,PG-13,Comedy,United States,23000000,12313323
Secret Window,PG-13,Drama,United States,40000000,92913171
Bride & Prejudice,PG-13,Comedy,United Kingdom,7000000,24716440
Finding Neverland,PG,Biography,United States,25000000,116650613
Team America: World Police,R,Action,United States,32000000,50826898
Sleepover,PG,Comedy,United States,10000000,10143022
The Grudge,PG-13,Horror,United States,10000000,187281115
Around the World in 80 Days,PG,Action,United States,110000000,72178895
Wimbledon,PG-13,Comedy,United Kingdom,31000000,41682237
The Adventures of Sharkboy and Lavagirl 3-D,PG,Action,United States,50000000,71992655
The Polar Express,G,Animation,United States,165000000,314215454
Without a Paddle,PG-13,Adventure,United States,19000000,73029190
Miracle,PG,Biography,Canada,28000000,64445708
Mindhunters,R,Crime,Netherlands,27000000,21148829
The Prince and Me,PG,Comedy,United States,22000000,37666766
Taxi,PG-13,Action,United States,25000000,71255003
Wicker Park,PG-13,Drama,United States,30000000,21741598
Cellular,PG-13,Action,United States,25000000,57678321
Kinsey,R,Biography,United States,11000000,17050017
Anacondas: The Hunt for the Blood Orchid,PG-13,Action,United States,20000000,70992898
Raising Helen,PG-13,Comedy,United States,50000000,49718611
Fat Albert,PG,Comedy,United States,26000000,48551322
The Stepford Wives,PG-13,Comedy,United States,90000000,103370127
Shall We Dance,PG-13,Comedy,United States,50000000,170128460
After the Sunset,PG-13,Action,United States,60000000,62657868
A Very Long Engagement,R,Drama,France,56600000,69424389
The Forgotten,PG-13,Drama,United States,42000000,117592831
Flight of the Phoenix,PG-13,Action,United States,45000000,35021497
Garfield,PG,Animation,United States,50000000,203172417
In Good Company,PG-13,Comedy,United States,26000000,61315215
First Daughter,PG,Comedy,United States,30000000,10592180
Jersey Girl,PG-13,Comedy,United States,35000000,35492921
The Alamo,PG-13,Drama,United States,107000000,25819961
Raise Your Voice,PG,Family,United States,15000000,14867514
Hidalgo,PG-13,Action,United States,100000000,108040622
Mean Creek,R,Crime,United States,500000,802948
D.E.B.S.,PG-13,Action,United States,3500000,97446
Club Dread,R,Comedy,United States,8600000,7565807
Thunderbirds,PG,Action,United Kingdom,57000000,28283637
New York Minute,PG,Comedy,United States,30000000,21289826
Birth,R,Drama,United Kingdom,20000000,23925492
Vanity Fair,PG-13,Drama,United States,23000000,19463185
Exorcist: the Beginning,R,Horror,United States,80000000,78110021
A Dirty Shame,NC-17,Comedy,United States,15000000,1914166
I Heart Huckabees,R,Comedy,United Kingdom,20000000,20094909
The Door in the Floor,R,Comedy,United States,7500000,6715067
The Whole Ten Yards,PG-13,Comedy,United States,40000000,26170671
Envy,PG-13,Comedy,United States,40000000,14494036
Alfie,R,Comedy,United Kingdom,60000000,35060882
Superbabies: Baby Geniuses 2,PG,Comedy,Germany,20000000,9448644
Spartan,R,Action,Germany,19250000,8112712
Christmas with the Kranks,PG,Comedy,United States,60000000,96593018
Win a Date with Tad Hamilton!,PG-13,Comedy,United States,22000000,21513434
Night Watch,R,Action,Russia,4200000,50336279
The Merchant of Venice,R,Drama,United Kingdom,30000000,21560182
Ladder 49,PG-13,Action,United States,55000000,100572044
The Big Bounce,PG-13,Comedy,United States,50000000,6808550
Laws of Attraction,PG-13,Comedy,Ireland,32000000,30031874
Vera Drake,R,Crime,United Kingdom,11000000,13267869
It's All Gone Pete Tong,R,Biography,United Kingdom,2000000,1635056
She Hate Me,R,Comedy,United States,8000000,1526951
Welcome to Mooseport,PG-13,Comedy,United States,30000000,14615099
Harry Potter and the Goblet of Fire,PG-13,Adventure,United Kingdom,150000000,896678241
The 40-Year-Old Virgin,R,Comedy,United States,26000000,177378645
Memoirs of a Geisha,PG-13,Drama,France,85000000,162242962
Pride & Prejudice,PG,Drama,France,28000000,121616555
Batman Begins,PG-13,Action,United Kingdom,150000000,373661946
Brokeback Mountain,R,Drama,United States,14000000,178062759
Sin City,R,Crime,United States,40000000,158733820
Charlie and the Chocolate Factory,PG,Adventure,United Kingdom,150000000,474968763
V for Vendetta,R,Action,United States,54000000,132511035
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,Adventure,United Kingdom,180000000,745013115
Wedding Crashers,R,Comedy,United States,40000000,288467645
War of the Worlds,PG-13,Adventure,United States,132000000,603873119
Kingdom of Heaven,R,Action,United Kingdom,130000000,218122627
Constantine,R,Action,United States,100000000,230884728
Star Wars: Episode III - Revenge of the Sith,PG-13,Action,United States,113000000,868390560
King Kong,PG-13,Action,United States,207000000,562363449
The Hitchhiker's Guide to the Galaxy,PG,Adventure,United Kingdom,50000000,104478416
Fantastic Four,PG-13,Action,United States,100000000,333535934
Serenity,PG-13,Action,United States,39000000,40445129
Mr. & Mrs. Smith,PG-13,Action,United States,110000000,487287646
The Island,PG-13,Action,United States,126000000,162949164
Match Point,R,Drama,United Kingdom,15000000,85638656
Hostel,R,Horror,United States,4800000,81979826
Sky High,PG,Adventure,United States,35000000,86369815
Madagascar,PG,Animation,United States,75000000,542063846
Hard Candy,R,Drama,United States,950000,7022209
The Sisterhood of the Traveling Pants,PG,Comedy,United States,25000000,42013878
The Longest Yard,PG-13,Comedy,United States,82000000,191466556
Red Eye,PG-13,Thriller,United States,26000000,96258201
House of Wax,R,Horror,Australia,40000000,68766121
Four Brothers,R,Action,United States,45000000,92374674
The Dukes of Hazzard,PG-13,Comedy,United States,50000000,111069515
The Interpreter,PG-13,Crime,United Kingdom,80000000,162944923
Walk the Line,PG-13,Biography,United States,28000000,186797986
Lords of Dogtown,PG-13,Biography,United States,25000000,13411957
Munich,R,Action,United States,70000000,130982129
Kiss Kiss Bang Bang,R,Comedy,United States,15000000,15785148
The Pacifier,PG,Action,Canada,56000000,198636868
A History of Violence,R,Drama,Canada,32000000,61385065
The Devil's Rejects,R,Horror,United States,7000000,20901859
Hitch,PG-13,Comedy,United States,70000000,371594210
Rent,PG-13,Drama,United States,40000000,31670620
Robots,PG,Animation,United States,75000000,262511490
Jarhead,R,Action,United States,72000000,97076152
Into the Blue,PG-13,Action,United States,50000000,46117696
Saw II,R,Horror,Canada,4000000,147748505
Flightplan,PG-13,Drama,United States,55000000,223387299
Coach Carter,PG-13,Biography,United States,30000000,76669554
Dark Water,PG-13,Drama,United States,30000000,68357079
Lord of War,R,Action,France,50000000,72617068
Zathura: A Space Adventure,PG,Action,United States,65000000,65079104
The Quiet,R,Crime,United States,900000,381420
Be Cool,PG-13,Comedy,United States,53000000,95763716
"Yours, Mine & Ours",PG,Comedy,United States,45000000,72662923
Cinderella Man,PG-13,Biography,United States,88000000,108539911
Nanny McPhee,PG,Comedy,United States,25000000,123276807
The Brothers Grimm,PG-13,Action,United States,88000000,105316267
Sahara,PG-13,Action,United Kingdom,130000000,119240351
Corpse Bride,PG,Animation,United States,40000000,118090836
Transporter 2,R,Action,France,32000000,89083229
Two for the Money,R,Crime,United States,35000000,30526509
The New World,PG-13,Biography,United States,30000000,49334775
Brick,R,Action,United States,475000,3947579
Wolf Creek,R,Horror,Australia,1000000,30894796
The Exorcism of Emily Rose,PG-13,Drama,United States,19000000,145166804
Elektra,PG-13,Action,Canada,43000000,56995646
Doom,R,Action,United Kingdom,60000000,58072119
The Legend of Zorro,PG,Action,United States,75000000,142400065
Cheaper by the Dozen 2,PG,Adventure,United States,60000000,130154568
Æon Flux,PG-13,Action,United States,62000000,53321673
Son of the Mask,PG,Comedy,United States,84000000,59981548
Rumor Has It...,PG-13,Comedy,United States,70000000,88933562
Kicking & Screaming,PG,Comedy,United States,45000000,56070433
Broken Flowers,R,Comedy,France,10000000,47329961
Fun with Dick and Jane,PG-13,Comedy,United States,100000000,204681899
Imagine Me & You,R,Comedy,United Kingdom,7900000,2635305
Just Like Heaven,PG-13,Comedy,United States,58000000,102854431
Capote,R,Biography,United States,7000000,49327405
The Skeleton Key,PG-13,Drama,United States,43000000,93983911
The Squid and the Whale,R,Comedy,United States,1500000,11098131
Land of the Dead,R,Horror,United States,15000000,47074133
Man of the House,PG-13,Comedy,United States,40000000,21577624
Elizabethtown,PG-13,Comedy,United States,45000000,52164016
Chicken Little,G,Animation,United States,150000000,314432837
Monster-in-Law,PG-13,Comedy,United States,43000000,155457327
Domino,R,Action,United States,50000000,22984628
Harsh Times,R,Action,United States,2000000,5969708
Herbie Fully Loaded,G,Adventure,United States,50000000,144146816
The Wedding Date,PG-13,Comedy,United States,15000000,47096206
Thank You for Smoking,R,Comedy,United States,6500000,39323027
Hide and Seek,R,Drama,Germany,30000000,127369981
Cursed,PG-13,Comedy,Germany,38000000,29621722
Miss Congeniality 2: Armed & Fabulous,PG-13,Action,United States,45000000,101393569
Bad News Bears,PG-13,Comedy,United States,35000000,34252847
Fever Pitch,PG-13,Comedy,United States,30000000,50605163
xXx: State of the Union,PG-13,Action,United States,113000000,71022693
Syriana,R,Drama,United States,50000000,93974620
North Country,R,Drama,United States,35000000,25211175
Derailed,R,Crime,United States,22000000,57479076
The Perfect Man,PG,Comedy,United States,10000000,19770475
Unleashed,R,Action,United Kingdom,45000000,50871113
The Greatest Game Ever Played,PG,Biography,United States,26000000,15431177
Get Rich or Die Tryin',R,Biography,United States,40000000,46563961
Bewitched,PG-13,Comedy,United States,85000000,131426169
BloodRayne,R,Action,Germany,25000000,3650275
The Three Burials of Melquiades Estrada,R,Adventure,France,15000000,12045362
Feast,R,Action,United States,3200000,719135
Goal! The Dream Begins,PG,Adventure,United States,10000000,27610873
Man-Thing,R,Action,United States,30000000,1123136
"Good Night, and Good Luck.",PG,Biography,United States,7000000,54641191
A Lot Like Love,PG-13,Comedy,United States,30000000,42886719
Cry Wolf,PG-13,Drama,United States,1000000,32586408
The Proposition,R,Crime,Australia,20000000,5048693
The World's Fastest Indian,PG-13,Biography,New Zealand,25000000,18299138
Stealth,PG-13,Action,United States,135000000,79268322
Hustle & Flow,R,Crime,United States,2800000,23563727
The Matador,R,Comedy,Ireland,12500000,17356268
The Fog,PG-13,Horror,United States,18000000,46201432
Because of Winn-Dixie,PG,Comedy,United States,14000000,33589427
Where the Truth Lies,Unrated,Crime,Canada,25000000,3487678
Must Love Dogs,PG-13,Comedy,United States,30000000,58231520
Guess Who,PG-13,Comedy,United States,35000000,103121466
Stay,R,Drama,United States,50000000,8483797
The Great Raid,R,Action,United States,80000000,10777375
Tideland,R,Drama,United Kingdom,19300000,566611
Alone in the Dark,R,Action,Canada,20000000,12693645
An American Haunting,PG-13,Drama,United Kingdom,14000000,29612137
Supercross,PG-13,Action,United States,16000000,3344431
Oliver Twist,PG-13,Crime,France,60000000,42580321
Are We There Yet?,PG,Adventure,United States,32000000,97918663
Proof,PG-13,Drama,United States,20000000,14189860
Racing Stripes,PG,Adventure,United States,30000000,90754475
A Sound of Thunder,PG-13,Action,Czech Republic,80000000,11665465
The Weather Man,R,Comedy,United States,22000000,19126398
An Unfinished Life,PG-13,Drama,Germany,30000000,18618284
Boogeyman,PG-13,Drama,United States,20000000,67192859
The Upside of Anger,R,Comedy,United States,12000000,28237488
The Man,PG-13,Action,United States,33000000,13485145
Prime,PG-13,Comedy,United States,22000000,67937494
Dominion,R,Drama,United States,30000000,251495
Thumbsucker,R,Comedy,United States,4000000,2138742
Rebound,PG,Comedy,United States,33100000,17492014
The Departed,R,Crime,United States,90000000,291465373
The Fast and the Furious: Tokyo Drift,PG-13,Action,United States,85000000,158964610
Talladega Nights: the Ballad of Ricky Bobby,PG-13,Comedy,United States,72500000,163362095
The Prestige,PG-13,Drama,United Kingdom,40000000,109676311
Cars,G,Animation,United States,120000000,461991867
300,R,Action,United States,65000000,456068181
The Devil Wears Prada,PG-13,Comedy,United States,35000000,326706115
Casino Royale,PG-13,Action,United Kingdom,150000000,616502912
Pan's Labyrinth,R,Drama,Spain,19000000,83850267
Pirates of the Caribbean: Dead Man's Chest,PG-13,Action,United States,225000000,1066179747
Apocalypto,R,Action,United States,40000000,120673227
She's the Man,PG-13,Comedy,United States,20000000,57194667
Little Children,R,Drama,United States,26000000,14821658
Children of Men,R,Adventure,United States,76000000,70595464
The Da Vinci Code,PG-13,Mystery,United States,125000000,760006945
The Pursuit of Happyness,PG-13,Biography,United States,55000000,307127625
Little Miss Sunshine,R,Comedy,United States,8000000,101058954
The Last King of Scotland,R,Biography,United Kingdom,6000000,48618191
Blood Diamond,R,Adventure,United States,100000000,171720398
The Lives of Others,R,Drama,Germany,2000000,77356942
Night at the Museum,PG,Adventure,United States,110000000,574481229
Mission: Impossible III,PG-13,Action,United States,150000000,398479497
Marie Antoinette,PG-13,Biography,United States,40000000,60917189
Inside Man,R,Crime,United States,45000000,186003591
Running Scared,R,Action,Germany,15000000,9380029
Accepted,PG-13,Comedy,United States,23000000,38623262
Superman Returns,PG-13,Action,United States,270000000,391081192
Slither,R,Comedy,Canada,15000000,12834936
Nacho Libre,PG,Comedy,United States,35000000,99255460
The Covenant,PG-13,Action,United States,20000000,37598767
The Hills Have Eyes,R,Horror,United States,15000000,70009308
The Fountain,PG-13,Drama,Canada,35000000,16468343
X-Men: the Last Stand,PG-13,Action,United States,210000000,460435291
Underworld: Evolution,R,Action,United States,50000000,111476513
Click,PG-13,Comedy,United States,82500000,240685326
The Holiday,PG-13,Comedy,United States,85000000,205850134
Silent Hill,R,Horror,Canada,50000000,100605135
Basic Instinct 2,R,Drama,United Kingdom,70000000,38629478
The Black Dahlia,R,Crime,United States,50000000,49332692
Perfume: The Story of a Murderer,R,Crime,Germany,60000000,135039924
Lucky Number Slevin,R,Crime,United States,27000000,56308881
Smokin' Aces,R,Action,United Kingdom,17000000,57232879
Deja Vu,PG-13,Action,United States,75000000,180557550
RV,PG,Adventure,United Kingdom,50000000,87528173
Black Book,R,Drama,Netherlands,21000000,26768563
Step Up,PG-13,Crime,United States,12000000,114197742
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,R,Comedy,United States,18000000,262552893
Snakes on a Plane,R,Action,United States,33000000,62022014
Lady in the Water,PG-13,Drama,United States,70000000,72785169
Crank,R,Action,United States,12000000,42931041
The Illusionist,PG-13,Drama,United States,16500000,87892388
Over the Hedge,PG,Animation,United States,80000000,339795890
Final Destination 3,R,Horror,United States,25000000,118890272
Stranger Than Fiction,PG-13,Comedy,United States,30000000,53653224
Aquamarine,PG,Comedy,United States,12000000,22989957
Scary Movie 4,PG-13,Comedy,United States,45000000,178262620
The Fall,R,Adventure,United States,30000000,3669465
John Tucker Must Die,PG-13,Comedy,United States,18000000,68844775
The Good Shepherd,R,Drama,United States,110000000,100266865
Rocky Balboa,PG,Action,United States,24000000,155929020
Dreamgirls,PG-13,Drama,United States,70000000,155430335
Babel,R,Drama,United States,25000000,135330182
A Good Year,PG-13,Comedy,United States,35000000,42269923
Miami Vice,R,Action,Germany,135000000,163794509
Saw III,R,Crime,Canada,10000000,164874275
Happy Feet,PG,Animation,United States,100000000,384336108
The Texas Chainsaw Massacre: the Beginning,R,Horror,United States,16000000,51764406
